######################################################################  Penguins
Priceless HS Penguins,PNG
QB,Aphran Aaron,23,2014,61,51,54,53,56,60,8.5,3
OL,Simon House,25,2012,56,61,43,50,44,56,3,2
K,Carl Tonie,29,2009,77,75,63,69,70,75,3,2
K,Key Kieth,33,2004,71,68,60,72,73,70,3,2
S,Ramon Needle,28,2010,73,68,76,74,68,57,3,2
S,Seven Packs,26,2012,67,76,66,68,72,69,3,2
CB,Pat Tin,24,2014,76,78,65,80,77,75,3,2
CB,Ramen Relt,22,2015,75,73,70,79,79,70,3,2
CB,Willie Knight,23,2015,71,68,71,66,73,71,3,2
CB,Harold Germany,28,2010,75,70,61,66,63,61,3,2
CB,Jan Priest,25,2012,70,65,62,63,60,59,3,2
CB,Cole Towel,26,2011,70,61,61,60,70,56,3,2
DL,Nick Henry,28,2009,73,71,76,73,60,78,3,2
DL,Mark Hope,25,2012,72,74,69,74,60,61,3,2
DL,Koleau Buke,24,2014,75,71,66,70,38,63,3,2
DL,Caleb Baden,28,2010,73,70,61,70,57,60,3,2
DL,Jacob Budden,28,2010,73,70,61,70,57,60,3,2
DL,Derrick Jodan,23,2014,70,66,65,63,60,50,3,2
DL,Rata Peterson,23,2015,70,60,63,67,52,51,3,2
DL,Cameron Ekrad,26,2011,71,66,61,61,50,50,3,2
DL,Terrel Ellis,26,2011,67,76,71,76,77,80,3,2
LB,Joshua Tellis,29,2008,68,71,67,66,70,77,3,2
LB,Raj Delee,27,2013,65,66,70,61,63,69,3,2
LB,Jackson Tide,32,2006,70,61,61,54,59,60,3,2
LB,Egnancio Dell,29,2009,67,59,60,58,61,64,3,2
LB,Samson Powers,25,2012,58,60,53,59,60,61,3,2
LB,Five One,28,2009,46,38,50,28,58,41,3,2
END_PLAYERS
######################################################################  Angels 
St. Mary and Joesph Angels,MJA
QB,Beerus Turk,23,2014,79,78,84,83,78,81,3,2
QB,Diamond Lisk,30,2008,77,69,85,83,82,80,3,2
QB,Chad Gardwiler,28,2009,78,67,88,71,70,69,3,2
QB,Nafete Nirvang,33,2003,73,69,77,68,71,60,3,2
RB,Luffy Jocab,26,2010,80,71,83,79,83,79,3,2
RB,Nasir Miles,25,2012,77,71,81,68,71,3,2
RB,Cole Robinson,31,2005,71,68,78,79,68,72,78,3,2
RB,Andy Tarlone,27,2009,71,67,77,75,80,71,3,2
WR,Rah Johnson,25,2011,80,81,79,88,82,85,3,2
WR,Zane Wallace,28,2010,78,84,80,86,80,78,3,2
WR,Chile Davis,22,2013,77,80,81,79,76,80,3,2
WR,Mark Saint,29,2007,71,77,77,81,80,69,3,2
WR,Terrence Bob,27,2009,78,73,71,74,80,71,3,2
WR,Chance Oshay,24,2013,69,66,70,68,71,74,3,2
OL,Lenard Firey,26,2010,80,87,89,92,80,90,3,2
OL,Bosh Camper,26,2010,79,81,90,89,77,92,3,2
OL,Dexter Ocean,27,2009,76,78,77,88,75,89,3,2
OL,Athony Richard,31,2005,75,69,76,79,80,69,3,2
OL,Bain Boobley,23,2014,74,63,76,71,68,70,3,2
OL,Riley Mash,22,2015,73,62,68,79,61,60,3,2
OL,Yuko Punt,31,2005,70,61,67,68,65,70,3,2
OL,Tanner Vine,28,2010,66,70,61,63,65,64,3,2
OL,Katner Mlask,25,2011,58,70,68,61,55,54,3,2
OL,Mathew Kiss,23,2015,55,56,53,52,59,60,3,2
K,Orea Sean,22,2015,81,86,71,88,76,71,3,2
K,Wallie Suke,28,2010,78,80,73,79,76,69,3,2
K,Patrick Blat,24,2012,77,71,68,80,66,79,3,2
S,Andrew Rush,30,3006,68,72,66,71,68,64,3,2
S,Cody Gland,23,2014,70,68,61,63,61,60,3,2
CB,Tyler Philip,30,2006,71,69,64,75,78,65,3,2
CB,Gale Clean,25,2011,70,66,70,61,77,61,3,2
CB,Simon Hanson,31,2005,63,64,70,61,60,3,2
CB,John Math,31,2004,68,70,61,64,66,60,3,2
CB,Yollan Giovanny,27,2011,63,56,61,63,58,3,2
CB,joesph Logan,22,2015,68,59,66,63,64,60,3,2
CB,Carl Amy,25,2011,61,63,60,54,51,53,3,2
DL,Peter Lancast,24,2012,66,71,69,75,68,74,3,2
DL,London Ice,26,2011,67,69,71,68,73,70,3,2
DL,Joshua Bach,22,2015,69,71,63,61,60,58,3,2
DL,Bash Fargo,22,2015,59,64,67,61,68,60,3,2
DL,Samuel Express,27,2012,60,58,63,59,61,60,3,2
DL,Naserith Cred,23,2014,61,60,53,50,52,61,3,2
DL,Luky Randa,29,2007,57,60,55,48,,46,46,49,3,2
DL,Bishop Chase,22,2015,56,41,48,40,51,48,3,2
DL,Jacob Bryan,21,2015,59,60,4,43,41,45,3,2
LB,Bradly Title,30,2007,63,68,64,69,68,77,3,2
LB,Ethan Little,23,2014,61,67,60,66,69,71,3,2
LB,Dustin Car,34,2004,66,70,59,68,71,66,3,2
LB,Marcellus Red,33,2003,56,61,61,66,70,61,3,2
LB,Daniel Pine,23,2014,49,58,60,61,61,60,3,2
LB,Eduardo Brown,27,2011,46,60,59,58,59,60,3,2
END_PLAYERS


Page  of 1


Page 25 of 113


